     ksi;1.initialDensity;2.initialDensity;3.initialDensity;4.initialDensity;5.initialDensity;6.initialDensity;7.initialDensity;8.initialDensity;     tau;1.inputFlow;1.bunkerOutputFlow; 1.speed;2.inputFlow; 2.speed; 3.speed;4.inputFlow; 4.speed;5.inputFlow; 5.speed; 6.speed;6.connections.7;6.connections.8; 7.speed; 8.speed
 0.68000;         0.20302;                ;         0.40323;         0.06693;         0.63033;         0.01178;         0.83313;                ; 1.36000;    0.11021;           0.29471; 0.29471;    0.34113; 0.33210; 0.65674;    0.57817; 1.16089;    0.00410; 1.49726; 1.39599;        0.40000;        0.60000; 0.97208; 0.69487
 0.69000;         0.19790;                ;         0.38396;         0.09201;         0.60301;         0.03569;         0.82024;                ; 1.38000;    0.10048;           0.30408; 0.30408;    0.36020; 0.32076; 0.59033;    0.58276; 1.06954;    0.03633; 1.48908; 1.55841;        0.40000;        0.60000; 1.23688; 0.82738
 0.70000;         0.19274;                ;                ;         0.12023;         0.56904;         0.07162;         0.78792;                ; 1.40000;    0.09100;           0.31421; 0.31421;    0.37688; 0.31421; 0.52958;    0.56906; 0.96598;    0.09763; 1.43302; 1.65997;        0.40000;        0.60000; 1.50419; 1.09536
 0.71000;         0.18756;                ;                ;         0.15115;         0.52926;         0.11829;         0.73771;                ; 1.42000;    0.08183;           0.32508; 0.32508;    0.39090; 0.31257; 0.47664;    0.53793; 0.85670;    0.18200; 1.33457; 1.68639;        0.40000;        0.60000; 1.72310; 1.43251
 0.72000;         0.18235;                ;                ;         0.18430;         0.48466;         0.17406;         0.67204;                ; 1.44000;    0.07299;           0.33664; 0.33664;    0.40204; 0.31585; 0.43338;    0.49133; 0.74857;    0.28119; 1.20338; 1.63397;        0.40000;        0.60000; 1.85197; 1.75544
 0.73000;         0.17713;                ;                ;         0.21913;         0.43634;         0.23695;         0.59407;                ; 1.46000;    0.06452;           0.34885; 0.34885;    0.41012; 0.32401; 0.40133;    0.43218; 0.64838;    0.38548; 1.05227; 1.51006;        0.40000;        0.60000; 1.86625; 1.98426
 0.74000;         0.17190;                ;                ;         0.25511;         0.38548;         0.30473;         0.50756;                ; 1.48000;    0.05645;           0.36165; 0.36165;    0.41502; 0.33692; 0.38164;    0.36420; 0.56243;    0.48466; 0.89605; 1.33207;        0.40000;        0.60000; 1.76323; 2.06235
 0.75000;         0.16667;                ;                ;         0.29167;         0.33333;         0.37500;         0.41667;                ; 1.50000;    0.04882;           0.37500; 0.37500;    0.41667; 0.35437; 0.37500;    0.29167; 0.49612;    0.56904; 0.75001; 1.12500;        0.40000;        0.60000; 1.56252; 1.97040
 0.76000;         0.16143;                ;                ;         0.32822;         0.28119;         0.44527;         0.32577;                ; 1.52000;    0.04165;           0.38884; 0.38884;    0.41502; 0.37608; 0.38164;    0.21913; 0.45362;    0.63033; 0.62843; 0.91793;        0.40000;        0.60000; 1.30232; 1.73116
 0.77000;         0.15620;                ;                ;         0.36420;         0.23033;         0.51305;         0.23926;                ; 1.54000;    0.03497;           0.40312; 0.40312;    0.41012; 0.40173; 0.40133;    0.15115; 0.43760;    0.66256; 0.54323; 0.73994;        0.40000;        0.60000; 1.03217; 1.40380
 0.78000;         0.15098;                ;                ;         0.39904;         0.18200;         0.57594;         0.16129;                ; 1.56000;    0.02882;           0.41778; 0.41778;    0.40204; 0.43089; 0.43338;    0.09201; 0.44906;    0.66256; 0.50274; 0.61603;        0.40000;        0.60000; 0.80347; 1.06933
 0.79000;         0.14578;                ;                ;         0.43218;         0.13740;         0.63171;         0.09562;                ; 1.58000;    0.02321;           0.43277; 0.43277;    0.39090; 0.46312; 0.47664;    0.04540; 0.48728;    0.63033; 0.51092; 0.56361;        0.40000;        0.60000; 0.65977; 0.81047
 0.80000;         0.14059;                ;                ;                ;         0.09763;         0.67838;         0.04541;                ; 1.60000;    0.01817;           0.44802; 0.44802;    0.37688; 0.49789; 0.52958;    0.01428; 0.54986;    0.56904; 0.56698; 0.59003;        0.40000;        0.60000; 0.62842; 0.69127
 0.81000;         0.13544;                ;                ;                ;         0.06366;         0.71431;         0.01309;                ; 1.62000;    0.01371;           0.46348; 0.46348;    0.36020; 0.53468; 0.59033;    0.00058; 0.63288;    0.48466; 0.66543; 0.69159;        0.40000;        0.60000; 0.71538; 0.74121
 0.82000;         0.13031;                ;                ;                ;         0.03633;         0.73822;         0.00021;                ; 1.64000;    0.00985;           0.47908; 0.47908;    0.34113; 0.57288; 0.65674;    0.00517; 0.73110;    0.38548; 0.79662; 0.85401;        0.40000;        0.60000; 0.90411; 0.94795
 0.83000;         0.12522;                ;                ;                ;         0.01631;         0.74926;         0.00738;                ; 1.66000;    0.00662;           0.49476; 0.49476;    0.31996; 0.61191; 0.72645;    0.02776; 0.83837;    0.28119; 0.94773; 1.05450;        0.40000;        0.60000; 1.15867; 1.26033
 0.84000;         0.12017;                ;                ;                ;         0.00410;         0.74704;         0.03427;                ; 1.68000;    0.00401;           0.51047; 0.51047;    0.29704; 0.65115; 0.79700;    0.06693; 0.94794;    0.18200; 1.10395; 1.26489;        0.40000;        0.60000; 1.43062; 1.60108
 0.85000;         0.11516;                ;                ;                ;         0.00000;         0.73165;         0.07958;                ; 1.70000;    0.00205;           0.52613; 0.52613;    0.27271; 0.68997; 0.86588;    0.12023; 1.05293;    0.09763; 1.24999; 1.45563;        0.40000;        0.60000; 1.66819; 1.88590
 0.86000;         0.11021;                ;                ;                ;         0.00410;         0.70362;         0.14112;                ; 1.72000;    0.00074;           0.54169; 0.54169;    0.24737; 0.72777; 0.93066;    0.18430; 1.14674;    0.03633; 1.37157; 1.59993;        0.40000;        0.60000; 1.82615; 2.04433
 0.87000;         0.10531;                ;                ;                ;         0.01631;         0.66394;         0.21594;                ; 1.74000;    0.00008;           0.55709; 0.55709;    0.22141; 0.76395; 0.98903;    0.25511; 1.22347;    0.00410; 1.45677; 1.67754;        0.40000;        0.60000; 1.87445; 2.03718
 0.88000;         0.10048;                ;                ;                ;         0.03633;         0.61403;         0.30042;                ; 1.76000;    0.00008;           0.57226; 0.57226;    0.19525; 0.79793; 1.03894;    0.32822; 1.27831;    0.00410; 1.49726; 1.67754;        0.40000;        0.60000; 1.80389; 1.86621
 0.89000;         0.09570;                ;                ;                ;         0.06366;         0.55566;         0.39050;                ; 1.78000;    0.00074;           0.58714; 0.58714;    0.16930; 0.82919; 1.07862;    0.39904; 1.30780;    0.03633; 1.48908; 1.59993;        0.40000;        0.60000; 1.62790; 1.57372
 0.90000;         0.09100;                ;                ;                ;         0.09763;         0.49088;         0.48185;                ; 1.80000;    0.00205;           0.60168; 0.60168;    0.14395; 0.85723; 1.10665;    0.46310; 1.31011;    0.09763; 1.43302; 1.45563;        0.40000;        0.60000; 1.37997; 1.23207
 0.91000;         0.08637;                ;                ;                ;         0.13740;         0.42200;         0.57005;                ; 1.82000;    0.00401;           0.61582; 0.61582;    0.11963; 0.88161; 1.12204;    0.51640; 1.28507;    0.18200; 1.33457; 1.26489;        0.40000;        0.60000; 1.10731; 0.92578
 0.92000;         0.08183;                ;                ;                ;         0.18200;         0.35145;         0.65087;                ; 1.84000;    0.00662;           0.62951; 0.62951;    0.09670; 0.90194; 1.12426;    0.55557; 1.23426;    0.28119; 1.20338; 1.05450;        0.40000;        0.60000; 0.86180; 0.73062
 0.93000;         0.07736;                ;                ;                ;         0.23033;         0.28174;         0.72040;                ; 1.86000;    0.00985;           0.64268; 0.64268;    0.07554; 0.91790; 1.11322;    0.57817; 1.16089;    0.38548; 1.05227; 0.85401;        0.40000;        0.60000; 0.69019; 0.69487
 0.94000;         0.07299;                ;                ;                ;         0.28119;         0.21533;         0.77531;                ; 1.88000;    0.01371;           0.65529; 0.65529;    0.05646; 0.92924; 1.08931;    0.58276; 1.06954;    0.48466; 0.89605; 0.69159;        0.40000;        0.60000; 0.62514; 0.82738
 0.95000;         0.06870;                ;                ;                ;         0.33333;         0.15458;         0.81294;                ; 1.90000;    0.01817;           0.66728; 0.66728;    0.03979; 0.93579; 1.05338;    0.56906; 0.96598;    0.56904; 0.75001; 0.59003;        0.40000;        0.60000; 0.67902; 1.09536
 0.96000;         0.06452;                ;                ;                ;         0.38548;         0.10164;         0.83148;                ; 1.92000;    0.02321;           0.67862; 0.67862;    0.02577; 0.93743; 1.00671;    0.53793; 0.85670;    0.63033; 0.62843; 0.56361;        0.40000;        0.60000; 0.84159; 1.43251
 0.97000;         0.06043;                ;                ;                ;         0.43634;         0.05838;         0.83005;                ; 1.94000;    0.02882;           0.68925; 0.68925;    0.01463; 0.93415; 0.95094;    0.49133; 0.74857;    0.66256; 0.54323; 0.61603;        0.40000;        0.60000; 1.08190; 1.75544
 0.98000;         0.05645;                ;                ;                ;         0.48466;         0.02633;         0.80870;                ; 1.96000;    0.03497;           0.69913; 0.69913;    0.00655; 0.92599; 0.88805;    0.43218; 0.64838;    0.66256; 0.50274; 0.73994;        0.40000;        0.60000; 1.35420; 1.98426
 0.99000;         0.05258;                ;                ;                ;         0.52926;         0.00664;         0.76847;                ; 1.98000;    0.04165;           0.70823; 0.70823;    0.00164; 0.91308; 0.82027;    0.36420; 0.56243;    0.63033; 0.51092; 0.91793;        0.40000;        0.60000; 1.60667; 2.06235
 1.00000;                ;                ;                ;                ;         0.56904;                ;         0.71129;                ; 2.00000;    0.04882;           0.71651; 0.71651;    0.00000; 0.89563; 0.75000;    0.29167; 0.49612;    0.56904; 0.56698; 1.12500;        0.40000;        0.60000; 1.79125; 1.97040
 1.01000;                ;                ;                ;                ;         0.60301;                ;         0.63993;                ; 2.02000;    0.05645;           0.72393; 0.72393;    0.00164; 0.87392; 0.67973;    0.21913; 0.45362;    0.48466; 0.66543; 1.33207;        0.40000;        0.60000; 1.87281; 1.73116
 1.02000;                ;                ;                ;                ;         0.63033;                ;         0.55781;                ; 2.04000;    0.06452;           0.73047; 0.73047;    0.00655; 0.84827; 0.61195;    0.15115; 0.43760;    0.38548; 0.79662; 1.51006;        0.40000;        0.60000; 1.83581; 1.40380
 1.03000;                ;                ;                ;                ;         0.65035;                ;         0.46889;                ; 2.06000;    0.07299;           0.73609; 0.73609;    0.01463; 0.81911; 0.54906;    0.09201; 0.44906;    0.28119; 0.94773; 1.63397;        0.40000;        0.60000; 1.68731; 1.06933
 1.04000;                ;                ;                ;                ;         0.66256;                ;         0.37745;                ; 2.08000;    0.08183;           0.74079; 0.74079;    0.02577; 0.78688; 0.49329;    0.04540; 0.48728;    0.18200; 1.10395; 1.68639;        0.40000;        0.60000; 1.45557; 0.81047
 1.05000;                ;                ;                ;                ;         0.66667;                ;         0.28791;                ; 2.10000;    0.09100;           0.74454; 0.74454;    0.03979; 0.75211; 0.44662;    0.01428; 0.54986;    0.09763; 1.24999; 1.65997;        0.40000;        0.60000; 1.18470; 0.69127
 1.06000;                ;                ;                ;                ;         0.66256;                ;         0.20457;                ; 2.12000;    0.10048;           0.74732; 0.74732;    0.05646; 0.71532; 0.41069;    0.00058; 0.63288;    0.03633; 1.37157; 1.55841;        0.40000;        0.60000; 0.92626; 0.74121
 1.07000;                ;                ;                ;                ;         0.65035;                ;         0.13144;                ; 2.14000;    0.11021;           0.74912; 0.74912;    0.07554; 0.67712; 0.38678;    0.00517; 0.73110;    0.00410; 1.45677; 1.39599;        0.40000;        0.60000; 0.72944; 0.94795
 1.08000;                ;                ;                ;                ;         0.63033;                ;         0.07205;                ; 2.16000;    0.12017;           0.74995; 0.74995;    0.09670; 0.63809; 0.37574;    0.02776; 0.83837;    0.00410; 1.49726; 1.19550;        0.40000;        0.60000; 0.63171; 1.26033
 1.09000;                ;                ;                ;                ;         0.60301;                ;         0.02926;                ; 2.18000;    0.13031;           0.74978; 0.74978;    0.11963; 0.59885; 0.37796;    0.06693; 0.94794;    0.03633; 1.48908; 0.98511;        0.40000;        0.60000; 0.65167; 1.60108
 1.10000;                ;                ;                ;                ;         0.56904;                ;         0.00513;                ; 2.20000;    0.14059;           0.74863; 0.74863;    0.14395; 0.56003; 0.39335;    0.12023; 1.05293;    0.09763; 1.43302; 0.79437;        0.40000;        0.60000; 0.78552; 1.88590
 1.11000;                ;                ;                ;                ;         0.52926;                ;         0.00082;                ; 2.22000;    0.15098;           0.74650; 0.74650;    0.16930; 0.52223; 0.42138;    0.18430; 1.14674;    0.18200; 1.33457; 0.65007;        0.40000;        0.60000; 1.00778; 2.04433
 1.12000;                ;                ;                ;                ;         0.48466;                ;         0.01654;                ; 2.24000;    0.16143;           0.74339; 0.74339;    0.19525; 0.48605; 0.46106;    0.25511; 1.22347;    0.28119; 1.20338; 0.57246;        0.40000;        0.60000; 1.27615; 2.03718
 1.13000;                ;                ;                ;                ;         0.43634;                ;         0.05154;                ; 2.26000;    0.17190;           0.73933; 0.73933;    0.22141; 0.45207; 0.51097;    0.32822; 1.27831;    0.38548; 1.05227; 0.57246;        0.40000;        0.60000; 1.53954; 1.86621
 1.14000;                ;                ;                ;                ;         0.38548;                ;         0.10412;                ; 2.28000;    0.18235;           0.73432; 0.73432;    0.24737; 0.42081; 0.56934;    0.39904; 1.30780;    0.48466; 0.89605; 0.65007;        0.40000;        0.60000; 1.74782; 1.57372
 1.15000;                ;                ;                ;                ;         0.33333;                ;         0.17176;                ; 2.30000;    0.19274;           0.72839; 0.72839;    0.27271; 0.39277; 0.63412;    0.46310; 1.31011;    0.56904; 0.75001; 0.79437;        0.40000;        0.60000; 1.86134; 1.23207
 1.16000;                ;                ;                ;                ;         0.28119;                ;         0.25119;                ; 2.32000;    0.20302;           0.72155; 0.72155;    0.29704; 0.36839; 0.70300;    0.51640; 1.28507;    0.63033; 0.62843; 0.98511;        0.40000;        0.60000; 1.85849; 0.92578
 1.17000;                ;                ;                ;                ;         0.23033;                ;         0.33859;                ; 2.34000;    0.21317;           0.71384; 0.71384;    0.31996; 0.34806; 0.77355;    0.55557; 1.23426;    0.66256; 0.54323; 1.19550;        0.40000;        0.60000; 1.73982; 0.73062
 1.18000;                ;                ;                ;                ;         0.18200;                ;         0.42975;                ; 2.36000;    0.22312;           0.70529; 0.70529;    0.34113; 0.33210; 0.84326;    0.57817; 1.16089;    0.66256; 0.50274; 1.39599;        0.40000;        0.60000; 1.52792; 0.69487
 1.19000;                ;                ;                ;                ;         0.13740;                ;         0.52029;                ; 2.38000;    0.23286;           0.69592; 0.69592;    0.36020; 0.32076; 0.90967;    0.58276; 1.06954;    0.63033; 0.51092; 1.55841;        0.40000;        0.60000; 1.26312; 0.82738
 1.20000;                ;                ;                ;                ;         0.09763;                ;         0.60583;                ; 2.40000;    0.24233;           0.68579; 0.68579;    0.37688; 0.31421; 0.97042;    0.56906; 0.96598;    0.56904; 0.56698; 1.65997;        0.40000;        0.60000; 0.99581; 1.09536
 1.21000;                ;                ;                ;                ;         0.06366;                ;         0.68226;                ; 2.42000;    0.25151;           0.67492; 0.67492;    0.39090; 0.31257; 1.02336;    0.53793; 0.85670;    0.48466; 0.66543; 1.68639;        0.40000;        0.60000; 0.77690; 1.43251
 1.22000;                ;                ;                ;                ;         0.03633;                ;         0.74590;                ; 2.44000;    0.26035;           0.66336; 0.66336;    0.40204; 0.31585; 1.06662;    0.49133; 0.74857;    0.38548; 0.79662; 1.63397;        0.40000;        0.60000; 0.64803; 1.75544
 1.23000;                ;                ;                ;                ;         0.01631;                ;         0.79368;                ; 2.46000;    0.26882;           0.65115; 0.65115;    0.41012; 0.32401; 1.09867;    0.43218; 0.64838;    0.28119; 0.94773; 1.51006;        0.40000;        0.60000; 0.63375; 1.98426
 1.24000;                ;                ;                ;                ;         0.00410;                ;         0.82330;                ; 2.48000;    0.27689;           0.63835; 0.63835;    0.41502; 0.33692; 1.11836;    0.36420; 0.56243;    0.18200; 1.10395; 1.33207;        0.40000;        0.60000; 0.73677; 2.06235
 1.25000;                ;                ;                ;                ;         0.00000;                ;         0.83333;                ; 2.50000;    0.28452;           0.62500; 0.62500;    0.41667; 0.35437; 1.12500;    0.29167; 0.49612;    0.09763; 1.24999; 1.12500;        0.40000;        0.60000; 0.93748; 1.97040
 1.26000;                ;                ;                ;                ;         0.00410;                ;         0.82330;                ; 2.52000;    0.29169;           0.61116; 0.61116;    0.41502; 0.37608; 1.11836;    0.21913; 0.45362;    0.03633; 1.37157; 0.91793;        0.40000;        0.60000; 1.19768; 1.73116
 1.27000;                ;                ;                ;                ;         0.01631;                ;         0.79368;                ; 2.54000;    0.29836;           0.59688; 0.59688;    0.41012; 0.40173; 1.09867;    0.15115; 0.43760;    0.00410; 1.45677; 0.73994;        0.40000;        0.60000; 1.46783; 1.40380
 1.28000;                ;                ;                ;                ;         0.03633;                ;         0.74590;                ; 2.56000;    0.30451;           0.58222; 0.58222;    0.40204; 0.43089; 1.06662;    0.09201; 0.44906;    0.00410; 1.49726; 0.61603;        0.40000;        0.60000; 1.69653; 1.06933
 1.29000;                ;                ;                ;                ;         0.06366;                ;         0.68226;                ; 2.58000;    0.31012;           0.56723; 0.56723;    0.39090; 0.46312; 1.02336;    0.04540; 0.48728;    0.03633; 1.48908; 0.56361;        0.40000;        0.60000; 1.84023; 0.81047
 1.30000;                ;                ;                ;                ;         0.09763;                ;         0.60583;                ; 2.60000;    0.31517;           0.55198; 0.55198;    0.37688; 0.49789; 0.97042;    0.01428; 0.54986;    0.09763; 1.43302; 0.59003;        0.40000;        0.60000; 1.87158; 0.69127
 1.31000;                ;                ;                ;                ;         0.13740;                ;         0.52029;                ; 2.62000;    0.31963;           0.53652; 0.53652;    0.36020; 0.53468; 0.90967;    0.00058; 0.63288;    0.18200; 1.33457; 0.69159;        0.40000;        0.60000; 1.78462; 0.74121
 1.32000;                ;                ;                ;                ;         0.18200;                ;         0.42975;                ; 2.64000;    0.32348;           0.52092; 0.52092;    0.34113; 0.57288; 0.84326;    0.00517; 0.73110;    0.28119; 1.20338; 0.85401;        0.40000;        0.60000; 1.59589; 0.94795
 1.33000;                ;                ;                ;                ;         0.23033;                ;         0.33859;                ; 2.66000;    0.32672;           0.50524; 0.50524;    0.31996; 0.61191; 0.77355;    0.02776; 0.83837;    0.38548; 1.05227; 1.05450;        0.40000;        0.60000; 1.34133; 1.26033
 1.34000;                ;                ;                ;                ;         0.28119;                ;         0.25119;                ; 2.68000;    0.32932;           0.48953; 0.48953;    0.29704; 0.65115; 0.70300;    0.06693; 0.94794;    0.48466; 0.89605; 1.26489;        0.40000;        0.60000; 1.06938; 1.60108
 1.35000;                ;                ;                ;                ;         0.33333;                ;         0.17176;                ; 2.70000;    0.33128;           0.47387; 0.47387;    0.27271; 0.68997; 0.63412;    0.12023; 1.05293;    0.56904; 0.75001; 1.45563;        0.40000;        0.60000; 0.83181; 1.88590
 1.36000;                ;                ;                ;                ;         0.38548;                ;         0.10412;                ; 2.72000;    0.33259;           0.45831; 0.45831;    0.24737; 0.72777; 0.56934;    0.18430; 1.14674;    0.63033; 0.62843; 1.59993;        0.40000;        0.60000; 0.67385; 2.04433
 1.37000;                ;                ;                ;                ;         0.43634;                ;         0.05154;                ; 2.74000;    0.33325;           0.44291; 0.44291;    0.22141; 0.76395; 0.51097;    0.25511; 1.22347;    0.66256; 0.54323; 1.67754;        0.40000;        0.60000; 0.62555; 2.03718
 1.38000;                ;                ;                ;                ;         0.48466;                ;         0.01654;                ; 2.76000;    0.33325;           0.42774; 0.42774;    0.19525; 0.79793; 0.46106;    0.32822; 1.27831;    0.66256; 0.50274; 1.67754;        0.40000;        0.60000; 0.69611; 1.86621
 1.39000;                ;                ;                ;                ;         0.52926;                ;         0.00082;                ; 2.78000;    0.33259;           0.41286; 0.41286;    0.16930; 0.82919; 0.42138;    0.39904; 1.30780;    0.63033; 0.51092; 1.59993;        0.40000;        0.60000; 0.87210; 1.57372
 1.40000;                ;                ;                ;                ;         0.56904;                ;         0.00513;                ; 2.80000;    0.33128;           0.39832; 0.39832;    0.14395; 0.85723; 0.39335;    0.46310; 1.31011;    0.56904; 0.56698; 1.45563;        0.40000;        0.60000; 1.12003; 1.23207
 1.41000;                ;                ;                ;                ;         0.60301;                ;         0.02926;                ; 2.82000;    0.32932;           0.38418; 0.38418;    0.11963; 0.88161; 0.37796;    0.51640; 1.28507;    0.48466; 0.66543; 1.26489;        0.40000;        0.60000; 1.39269; 0.92578
 1.42000;                ;                ;                ;                ;         0.63033;                ;         0.07205;                ; 2.84000;    0.32672;           0.37049; 0.37049;    0.09670; 0.90194; 0.37574;    0.55557; 1.23426;    0.38548; 0.79662; 1.05450;        0.40000;        0.60000; 1.63820; 0.73062
 1.43000;                ;                ;                ;                ;         0.65035;                ;         0.13144;                ; 2.86000;    0.32348;           0.35732; 0.35732;    0.07554; 0.91790; 0.38678;    0.57817; 1.16089;    0.28119; 0.94773; 0.85401;        0.40000;        0.60000; 1.80981; 0.69487
 1.44000;                ;                ;                ;                ;         0.66256;                ;         0.20457;                ; 2.88000;    0.31963;           0.34471; 0.34471;    0.05646; 0.92924; 0.41069;    0.58276; 1.06954;    0.18200; 1.10395; 0.69159;        0.40000;        0.60000; 1.87486; 0.82738
 1.45000;                ;                ;                ;                ;         0.66667;                ;         0.28791;                ; 2.90000;    0.31517;           0.33272; 0.33272;    0.03979; 0.93579; 0.44662;    0.56906; 0.96598;    0.09763; 1.24999; 0.59003;        0.40000;        0.60000; 1.82098; 1.09536
 1.46000;                ;                ;                ;                ;         0.66256;                ;         0.37745;                ; 2.92000;    0.31012;           0.32138; 0.32138;    0.02577; 0.93743; 0.49329;    0.53793; 0.85670;    0.03633; 1.37157; 0.56361;        0.40000;        0.60000; 1.65841; 1.43251
 1.47000;                ;                ;                ;                ;         0.65035;                ;         0.46889;                ; 2.94000;    0.30451;           0.31075; 0.31075;    0.01463; 0.93415; 0.54906;    0.49133; 0.74857;    0.00410; 1.45677; 0.61603;        0.40000;        0.60000; 1.41810; 1.75544
 1.48000;                ;                ;                ;                ;         0.63033;                ;         0.55781;                ; 2.96000;    0.29836;           0.30087; 0.30087;    0.00655; 0.92599; 0.61195;    0.43218; 0.64838;    0.00410; 1.49726; 0.73994;        0.40000;        0.60000; 1.14580; 1.98426
 1.49000;                ;                ;                ;                ;         0.60301;                ;         0.63993;                ; 2.98000;    0.29169;           0.29177; 0.29177;    0.00164; 0.91308; 0.67973;    0.36420; 0.56243;    0.03633; 1.48908; 0.91793;        0.40000;        0.60000; 0.89333; 2.06235
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.00000;    0.28452;           0.28349; 0.28349;    0.00000; 0.89563; 0.75000;    0.29167; 0.49612;    0.09763; 1.43302; 1.12500;        0.40000;        0.60000; 0.70875; 1.97040
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.02000;    0.27689;           0.27607; 0.27607;    0.00164; 0.87392; 0.82027;    0.21913; 0.45362;    0.18200; 1.33457; 1.33207;        0.40000;        0.60000; 0.62719; 1.73116
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.04000;    0.26882;           0.26953; 0.26953;    0.00655; 0.84827; 0.88805;    0.15115; 0.43760;    0.28119; 1.20338; 1.51006;        0.40000;        0.60000; 0.66419; 1.40380
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.06000;    0.26035;           0.26391; 0.26391;    0.01463; 0.81911; 0.95094;    0.09201; 0.44906;    0.38548; 1.05227; 1.63397;        0.40000;        0.60000; 0.81269; 1.06933
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.08000;    0.25151;           0.25921; 0.25921;    0.02577; 0.78688; 1.00671;    0.04540; 0.48728;    0.48466; 0.89605; 1.68639;        0.40000;        0.60000; 1.04443; 0.81047
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.10000;    0.24233;           0.25546; 0.25546;    0.03979; 0.75211; 1.05338;    0.01428; 0.54986;    0.56904; 0.75001; 1.65997;        0.40000;        0.60000; 1.31530; 0.69127
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.12000;    0.23286;           0.25268; 0.25268;    0.05646; 0.71532; 1.08931;    0.00058; 0.63288;    0.63033; 0.62843; 1.55841;        0.40000;        0.60000; 1.57374; 0.74121
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.14000;    0.22312;           0.25088; 0.25088;    0.07554; 0.67712; 1.11322;    0.00517; 0.73110;    0.66256; 0.54323; 1.39599;        0.40000;        0.60000; 1.77056; 0.94795
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.16000;    0.21317;           0.25005; 0.25005;    0.09670; 0.63809; 1.12426;    0.02776; 0.83837;    0.66256; 0.50274; 1.19550;        0.40000;        0.60000; 1.86829; 1.26033
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.18000;    0.20302;           0.25022; 0.25022;    0.11963; 0.59885; 1.12204;    0.06693; 0.94794;    0.63033; 0.51092; 0.98511;        0.40000;        0.60000; 1.84833; 1.60108
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.20000;    0.19274;           0.25137; 0.25137;    0.14395; 0.56003; 1.10665;    0.12023; 1.05293;    0.56904; 0.56698; 0.79437;        0.40000;        0.60000; 1.71448; 1.88590
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.22000;    0.18235;           0.25350; 0.25350;    0.16930; 0.52223; 1.07862;    0.18430; 1.14674;    0.48466; 0.66543; 0.65007;        0.40000;        0.60000; 1.49222; 2.04433
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.24000;    0.17190;           0.25661; 0.25661;    0.19525; 0.48605; 1.03894;    0.25511; 1.22347;    0.38548; 0.79662; 0.57246;        0.40000;        0.60000; 1.22385; 2.03718
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.26000;    0.16143;           0.26067; 0.26067;    0.22141; 0.45207; 0.98903;    0.32822; 1.27831;    0.28119; 0.94773; 0.57246;        0.40000;        0.60000; 0.96046; 1.86621
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.28000;    0.15098;           0.26568; 0.26568;    0.24737; 0.42081; 0.93066;    0.39904; 1.30780;    0.18200; 1.10395; 0.65007;        0.40000;        0.60000; 0.75218; 1.57372
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.30000;    0.14059;           0.27161; 0.27161;    0.27271; 0.39277; 0.86588;    0.46310; 1.31011;    0.09763; 1.24999; 0.79437;        0.40000;        0.60000; 0.63866; 1.23207
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.32000;    0.13031;           0.27845; 0.27845;    0.29704; 0.36839; 0.79700;    0.51640; 1.28507;    0.03633; 1.37157; 0.98511;        0.40000;        0.60000; 0.64151; 0.92578
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.34000;    0.12017;           0.28616; 0.28616;    0.31996; 0.34806; 0.72645;    0.55557; 1.23426;    0.00410; 1.45677; 1.19550;        0.40000;        0.60000; 0.76018; 0.73062
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.36000;    0.11021;           0.29471; 0.29471;    0.34113; 0.33210; 0.65674;    0.57817; 1.16089;    0.00410; 1.49726; 1.39599;        0.40000;        0.60000; 0.97208; 0.69487
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.38000;    0.10048;           0.30408; 0.30408;    0.36020; 0.32076; 0.59033;    0.58276; 1.06954;    0.03633; 1.48908; 1.55841;        0.40000;        0.60000; 1.23688; 0.82738
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.40000;    0.09100;           0.31421; 0.31421;    0.37688; 0.31421; 0.52958;    0.56906; 0.96598;    0.09763; 1.43302; 1.65997;        0.40000;        0.60000; 1.50419; 1.09536
        ;                ;                ;                ;                ;                ;                ;                ;                ; 3.42000;    0.08183;           0.32508; 0.32508;    0.39090; 0.31257; 0.47664;    0.53793; 0.85670;    0.18200; 1.33457; 1.68639;        0.40000;        0.60000; 1.72310; 1.43251
